Node	Occurrences	Present in network(s)	Cited in paper(s)
H6N5F1S2	2	[9823;Kidney, 8717;Venom]	[10.1016/0014-5793(90)80361-l, 10.1038/s41598-018-20331-2, 10.1038/nprot.2012.062, 10.1074/mcp.RA120.002295, 10.1021/acs.analchem.8b01051, 10.1021/acs.analchem.0c01794, 10.1093/glycob/cwaa101, 10.1021/bi035278t, 10.1006/abio.1994.1138, 10.1016/s0021-9258(18)34193-0, 10.1111/j.1432-1033.1995.tb20350.x, 10.1016/j.jprot.2014.02.005, 10.1007/s00216-014-8226-5, 10.1016/j.euprot.2014.11.002, 10.1021/pr400714w, 10.1074/mcp.RA119.001607, 10.1038/s41592-021-01309-x, 10.18632/oncotarget.26005, 10.1016/0021-9673(90)85022-n, 10.1038/s41598-021-84668-x, 10.1021/pr500394z, 10.1111/j.1470-8744.1996.tb00399.x, 10.1074/mcp.M112.024018, 10.1111/j.1432-1033.1996.0076n.x, 10.1093/glycob/7.1.67, 10.1111/j.1432-1033.1997.00334.x, 10.1002/pmic.201400038, 10.7150/thno.65398, 10.1111/j.1432-1033.1990.tb15281.x, 10.1021/acs.jproteome.0c00702, 10.1016/j.jprot.2021.104148, 10.1021/acs.analchem.1c00893, 10.1016/j.isci.2021.102323, 10.1021/bi961075b, 10.1111/j.1432-1033.1989.tb15206.x, 10.1111/j.1432-1033.1993.tb17732.x, 10.1021/acs.jproteome.9b00753, 10.1084/jem.20142182, 10.1021/pr400196s, 10.1093/glycob/10.3.251, 10.1111/j.1432-1033.1992.tb17362.x, 10.1101/853036, 10.1073/pnas.1309417110, 10.1111/j.1432-1033.1993.tb17702.x, 10.1021/acs.analchem.8b01137, 10.1126/science.abb9983, 10.1021/pr500575r, 10.1093/abbs/gmt110, 10.1093/oxfordjournals.jbchem.a124143, 10.1016/0014-5793(88)80024-3, 10.1002/elps.1150191113, 10.1021/ac402338u]
H4N8	1	[9913;Mammary Gland]	[10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1016/S1044-0305(00)00122-7, 10.18632/oncotarget.26005, 10.1016/s0021-9258(18)33585-3]
H6N6F3	1	[10090;Brain]	[10.1021/acs.jproteome.9b00753, 10.1126/science.abb9983, 10.1021/bi00447a017, 10.1371/journal.ppat.1009232]
H8N6	4	[9606;Ovary, 9606;Milk, 9606;Urine, 10090;Brain]	[10.1074/jbc.M101380200, 10.1093/glycob/cwaa052, 10.1016/0003-9861(82)90550-1]
H8N8	2	[9606;Ovary, 9606;Milk]	[10.1038/s41467-019-09222-w, 10.18632/oncotarget.26005]
H6N6F1	5	[9913;Kidney, 9606;Spleen, 9823;Zona Pellucida, 9606;Placenta, 9430;Ovary]	[10.1021/acs.jproteome.9b00753, 10.1084/jem.20142182, 10.1093/glycob/9.5.443, 10.1093/glycob/10.9.901, 10.1046/j.1432-1327.1999.00766.x, 10.1023/B:GLYC.0000038293.37376.9f, 10.1016/j.jaci.2014.02.025, 10.1016/s0021-9258(19)38919-7, 10.1006/abio.1994.1138, 10.1093/glycob/10.3.295, 10.1021/acs.analchem.8b01137, 10.1021/bi00210a019, 10.1126/science.abb9983, 10.1021/bi00447a017, 10.1093/glycob/2.4.299, 10.1074/mcp.RA120.002295, 10.1093/glycob/10.5.511, 10.1021/acs.analchem.8b01051, 10.18632/oncotarget.26005, 10.1021/acs.jproteome.0c00702, 10.1021/acs.analchem.1c00893, 10.1038/s41598-021-84668-x, 10.1074/jbc.M009361200, 10.1016/0003-9861(90)90511-v]
H6N6F4	1	[9606;Milk]	[10.1371/journal.ppat.1009232, 10.1021/acs.analchem.8b01137]
H5N6S1	1	[10090;Brain]	[10.1111/j.1432-1033.1992.tb17090.x, 10.1021/pr500575r, 10.1021/pr500238v, 10.1111/jth.14861]
H6N4F1S1	1	[9606;Mammary Gland]	[10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1111/j.1432-1033.1992.tb17090.x, 10.1074/mcp.M112.024018, 10.1111/j.1432-1033.1982.tb06694.x, 10.1016/s0021-9258(20)64312-5, 10.1046/j.1432-1327.1999.00766.x, 10.1016/0008-6215(90)84171-p, 10.1016/j.jaci.2014.02.025, 10.1021/pr500238v, 10.1038/s41598-018-20331-2, 10.1021/acs.analchem.8b01137, 10.1074/jbc.M004298200, 10.1126/science.abb9983, 10.1021/pr500575r, 10.1074/mcp.RA119.001607, 10.1074/mcp.RA120.002295, 10.1007/bf00731640, 10.18632/oncotarget.26005, 10.1111/j.1432-1033.1990.tb15281.x, 10.1021/acs.analchem.1c00893, 10.1016/0021-9673(90)85022-n, 10.1016/s0021-9258(19)70378-0, 10.1074/jbc.275.11.7731]
H8N6S2	1	[9606;Blood Serum]	[10.1620/tjem.166.407]
H6N2F1	1	[9606;Kidney]	[10.1038/s41467-019-09222-w, 10.1074/mcp.M112.024018, 10.1093/glycob/10.6.551, 10.1111/jth.14861]
H9N6F1S1	1	[9606;Urine]	[10.1074/jbc.M307132200]
H7N6F1	1	[10090;Brain]	[10.1016/s0021-9258(19)50338-6, 10.1016/s0021-9258(19)69243-4, 10.1046/j.1432-1327.1999.00766.x, 10.1021/bi00464a020, 10.1016/s0021-9258(19)38919-7, 10.1021/bi00222a012, 10.1111/j.1432-1033.1990.tb19409.x, 10.1074/mcp.RA120.002295, 10.1046/j.1432-1327.2001.01960.x, 10.1021/acs.analchem.8b01051, 10.1016/s0304-4165(00)00083-0, 10.1093/glycob/10.4.421, 10.1073/pnas.86.20.7819, 10.1074/jbc.M009361200, 10.1021/acs.analchem.0c01794, 10.1021/pr5005482, 10.1021/pr500414q, 10.1016/S0022-2275(20)32568-2, 10.1016/0003-9861(90)90511-v, 10.1093/glycob/cwaa042, 10.1111/j.1432-1033.1992.tb16733.x, 10.1093/glycob/9.5.443, 10.1021/bi00617a021, 10.1006/abio.1994.1138, 10.1046/j.1432-1327.2001.01985.x, 10.1093/glycob/10.3.295, 10.1021/bi00210a019, 10.1016/s0021-9258(18)68975-6, 10.1007/bf01053197, 10.1093/glycob/2.4.299, 10.1021/bi9524880, 10.18632/oncotarget.26005, 10.1016/j.chom.2020.08.004, 10.1021/bi00067a029, 10.1021/pr500394z, 10.1021/bi00145a013, 10.1111/j.1432-1033.1996.0076n.x, 10.1074/jbc.M307132200, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1089/dna.1.1989.8.419, 10.1074/jbc.M004298200, 10.1093/glycob/7.1.67, 10.1046/j.1432-1327.1999.00095.x, 10.1042/ba19990105, 10.1006/abbi.1993.1332, 10.1021/acs.jproteome.0c00702, 10.1021/acs.analchem.1c00893, 10.1021/bi00415a038, 10.1074/mcp.M111.013649, 10.1021/acs.jproteome.8b00796, 10.1021/acs.jproteome.9b00753, 10.1084/jem.20142182, 10.1093/glycob/10.3.251, 10.1016/s0021-9258(18)90588-0, 10.1111/j.1432-1033.1993.tb18020.x, 10.1093/oxfordjournals.jbchem.a133680, 10.1021/acs.analchem.8b01137, 10.1126/science.abb9983, 10.1093/glycob/10.5.511, 10.1002/elps.1150191113]
H5N4F1s1	1	[9606;Urine]	[10.1016/s0021-9258(18)66567-6, 10.1101/853036, 10.1038/s41598-021-84668-x, 10.1006/abio.2001.5199, 10.1046/j.0014-2956.2001.02613.x]
H6N5F1S3	1	[9606;Mammary Gland]	[10.1016/j.jchromb.2008.05.006, 10.1016/0014-5793(90)80361-l, 10.1016/s0021-9258(20)64312-5, 10.1038/s41598-018-20331-2, 10.1074/mcp.RA120.002295, 10.1038/nprot.2012.062, 10.1021/acs.analchem.8b01051, 10.1023/a:1006915200989, 10.1002/pmic.201300270, 10.1021/acs.analchem.0c01794, 10.1016/0003-2697(92)90367-g, 10.1093/glycob/cwaa042, 10.1093/glycob/8.11.1053, 10.1093/glycob/cwaa101, 10.1046/j.1432-1327.2001.02321.x, 10.1021/bi035278t, 10.1016/j.jprot.2014.02.005, 10.1111/j.1432-1033.1995.tb20350.x, 10.1007/s00216-014-8226-5, 10.1016/j.euprot.2014.11.002, 10.1074/mcp.RA119.001607, 10.1038/s41592-021-01309-x, 10.1093/oxfordjournals.jbchem.a022738, 10.18632/oncotarget.26005, 10.1016/j.chom.2020.08.004, 10.1111/j.1432-1033.1992.tb16863.x, 10.1038/s41598-021-84668-x, 10.1021/pr500394z, 10.1111/j.1470-8744.1996.tb00399.x, 10.1006/abio.1995.1200, 10.1074/mcp.M112.024018, 10.1111/j.1432-1033.1996.0076n.x, 10.1021/pr500506z, 10.1016/s0021-9258(18)33911-5, 10.1074/jbc.M004298200, 10.1093/glycob/7.1.67, 10.1002/pmic.201400038, 10.1016/0304-4165(94)00191-y, 10.1016/j.jprot.2021.104148, 10.1021/acs.jproteome.0c00702, 10.1093/glycob/9.9.915, 10.1021/acs.analchem.1c00893, 10.1016/j.isci.2021.102323, 10.1021/bi961075b, 10.1016/s0021-9258(19)70378-0, 10.1111/j.1432-1033.1993.tb17732.x, 10.1021/acs.jproteome.9b00753, 10.1046/j.1432-1327.1998.2560471.x, 10.1093/oxfordjournals.jbchem.a121897, 10.1111/j.1432-1033.1993.tb18434.x, 10.1021/pr400196s, 10.1111/j.1432-1033.1992.tb17362.x, 10.1093/glycob/10.3.251, 10.1093/oxfordjournals.jbchem.a133680, 10.1111/j.1432-1033.1990.tb19332.x, 10.1101/853036, 10.1016/0003-9861(91)90107-t, 10.1016/0167-4838(94)90119-8, 10.1073/pnas.1309417110, 10.1111/j.1432-1033.1993.tb17702.x, 10.1021/acs.analchem.8b01137, 10.1093/glycob/4.2.227, 10.1016/s0008-6215(99)00254-2, 10.1126/science.abb9983, 10.1002/elps.1150191113, 10.1021/ac402338u, 10.1006/abio.1994.1374]
H7N6F2	1	[10090;Brain]	[10.1021/ac4006556, 10.1042/ba19990105, 10.1002/elps.1150191113, 10.1016/s0021-9258(19)68868-x, 10.1021/pr5005482, 10.1021/acs.analchem.8b01137]
H7N6F3	2	[10036;Brain, 9606;Milk]	[10.1038/s41467-019-09222-w, 10.1021/pr5005482]
H4N5S1	1	[9606;Kidney]	[10.1038/s41467-019-09222-w, 10.1016/j.jchromb.2008.05.006, 10.1021/acs.jproteome.9b00753, 10.1111/j.1432-1033.1992.tb17090.x, 10.1111/j.1432-1033.1991.tb15702.x, 10.1021/acs.jproteome.5b00756, 10.1074/mcp.M112.024018, 10.1093/glycob/cwaa101, 10.1021/ac4006556, 10.1021/pr500238v, 10.1101/853036, 10.1016/j.jprot.2014.02.005, 10.1021/acs.analchem.8b01137, 10.1016/j.talanta.2020.121495, 10.1126/science.abb9983, 10.1016/j.euprot.2014.11.002, 10.1021/pr500575r, 10.1074/jbc.270.41.24116, 10.18632/oncotarget.26005, 10.4049/jimmunol.173.11.6831, 10.1016/j.jprot.2021.104148, 10.1002/pmic.201300270]
H5N6F1S2	1	[8717;Venom]	[10.1038/s41467-019-09222-w, 10.1093/glycob/cwaa042, 10.1126/science.abb9983, 10.1021/acs.jproteome.9b00753, 10.1093/glycob/cwaa101, 10.1074/mcp.RA120.002295, 10.1371/journal.ppat.1009232, 10.18632/oncotarget.26005, 10.1021/bi035278t, 10.1021/bi961075b, 10.1021/pr500394z, 10.1093/glycob/10.3.295]
H7N6F4	1	[8649;Venom]	[10.1021/acs.jproteome.9b00753, 10.1021/pr5005482, 10.1021/acs.analchem.8b01137]
H5N4F2	2	[9606;Seminal Fluid, 9606;Mammalian Vulva]	[10.1016/s0021-9258(19)50338-6, 10.1074/mcp.M112.024018, 10.1093/glycob/cwaa052, 10.1023/a:1019640312730, 10.1093/oxfordjournals.jbchem.a133671, 10.1042/bj2780505, 10.1111/j.1432-1033.1993.tb18200.x, 10.1042/ba19990105, 10.1021/acs.jproteome.0c00702, 10.1021/acs.analchem.1c00893, 10.1093/glycob/3.3.225, 10.1016/s0021-9258(19)70676-0, 10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1093/glycob/cwaa101, 10.1371/journal.ppat.1009232, 10.1021/pr500238v, 10.1101/853036, 10.1021/acs.analchem.8b01137, 10.1016/s0021-9258(19)69207-0, 10.1126/science.abb9983, 10.1074/mcp.RA119.001607, 10.1093/glycob/10.5.511, 10.18632/oncotarget.26005, 10.1016/j.chom.2020.08.004, 10.1021/pr900956x, 10.1021/pr500394z, 10.1046/j.1432-1327.1999.00105.x]
H8N8F1	3	[9823;Zona Pellucida, 9606;Kidney, 10090;Brain]	[10.1093/glycob/10.5.511, 10.18632/oncotarget.26005, 10.1021/acs.analchem.1c00893]
H9N8F1S2	1	[9606;Blood Serum]	[10.1021/acs.analchem.0c01794]
H4N6F1	3	[10116;Ovary, 9606;Skin of Body, 9606;Blood Serum]	[10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1093/glycob/cwaa101, 10.1093/glycob/10.3.251, 10.1021/acs.analchem.8b01137, 10.1046/j.1432-1033.2002.03111.x, 10.1126/science.abb9983, 10.1074/mcp.RA120.002295, 10.1016/S0021-9258(18)54122-3, 10.18632/oncotarget.26005, 10.1016/j.chom.2020.08.004, 10.1021/acs.analchem.1c00893, 10.1038/s41598-021-84668-x, 10.1111/j.1470-8744.1996.tb00399.x, 10.1016/0003-9861(90)90511-v]
H6N7F1S1	1	[9031;Colon]	[10.1084/jem.20142182, 10.1042/ba19990105]
H4N2F1	2	[9031;Colon, 9823;Seminal Fluid]	[10.1038/s41467-019-09222-w, 10.1074/mcp.M112.024018, 10.1046/j.1432-1033.2003.03636.x, 10.1007/s10719-006-6693-4, 10.1021/pr500238v, 10.1074/jbc.M606711200, 10.1093/glycob/cwaa052, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1093/glycob/10.9.941, 10.1021/acs.analchem.8b01137, 10.1126/science.abb9983, 10.1016/0008-6215(93)84261-4, 10.1016/s0166-6851(00)00241-3, 10.1074/mcp.RA120.002295, 10.1074/jbc.M100573200, 10.1016/j.jprot.2014.03.040, 10.1046/j.1432-1033.2002.03244.x, 10.1006/abio.2001.5199, 10.1093/glycob/10.6.551]
H6N3G1	1	[9606;Seminal Fluid]	[10.18632/oncotarget.26005]
H6N5S1	3	[9606;Ovary, 9606;Placenta, 10090;Brain]	[10.1016/j.jchromb.2008.05.006, 10.1111/j.1432-1033.1992.tb17090.x, 10.1007/bf00731362, 10.1038/s41598-018-20331-2, 10.1074/mcp.RA120.002295, 10.7150/thno.65398, 10.1021/acs.analchem.8b01051, 10.1021/acs.jproteome.0c00702, 10.1111/j.1432-1033.1990.tb15281.x, 10.1016/j.isci.2021.102323, 10.1002/pmic.201300270, 10.1021/acs.jproteome.8b00796, 10.1074/jbc.275.11.7731, 10.1093/glycob/cwaa042, 10.1021/acs.jproteome.9b00753, 10.1093/glycob/cwaa101, 10.1016/s0021-9258(19)81354-6, 10.1021/pr500238v, 10.1101/853036, 10.1021/acs.analchem.8b01137, 10.1016/j.jprot.2014.02.005, 10.1007/s00216-014-8226-5, 10.1006/abio.1994.1050, 10.1126/science.abb9983, 10.1074/mcp.RA119.001607, 10.1021/ac900231w, 10.1002/elps.1150191113, 10.18632/oncotarget.26005, 10.1021/ac9801059, 10.1038/s41598-021-84668-x, 10.1021/pr500394z]
H4N4s1	1	[9940;Adenohypophysis]	[10.1016/s0021-9258(18)66567-6, 10.1111/j.1432-1033.1990.tb19285.x, 10.1006/abio.2001.5199]
H3N2	1	[8400;Pituitary Gland]	[10.1007/bf00731872, 10.1021/bi00464a020, 10.1093/glycob/10.8.837, 10.1111/j.1432-1033.1993.tb17870.x, 10.1093/glycob/cwaa052, 10.1093/glycob/10.9.941, 10.1006/abio.1997.2463, 10.1074/mcp.RA120.002295, 10.1074/jbc.M100573200, 10.1023/a:1006999718552, 10.1016/0008-6215(90)84120-j, 10.1016/s0021-9258(18)32836-9, 10.1074/jbc.M009361200, 10.1038/s41467-019-09222-w, 10.1093/glycob/9.5.443, 10.1111/j.1432-1033.1997.00195.x, 10.1021/pr500238v, 10.1021/bi00475a024, 10.1074/jbc.M606711200, 10.1021/bi00241a008, 10.1016/j.euprot.2014.11.002, 10.1021/pr400714w, 10.1074/jbc.M511023200, 10.18632/oncotarget.26005, 10.1046/j.1432-1033.2002.03244.x, 10.1093/glycob/cwg023, 10.1093/oxfordjournals.jbchem.a123767, 10.1074/mcp.M112.024018, 10.1021/bi00239a013, 10.1016/S1044-0305(00)00122-7, 10.1093/glycob/7.5.635, 10.1007/s10719-006-6693-4, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1021/bi00195a022, 10.1093/glycob/6.6.611, 10.1111/j.1432-1033.1993.tb17901.x, 10.1093/oxfordjournals.jbchem.a003169, 10.1016/0008-6215(93)84261-4, 10.1095/biolreprod43.1.130, 10.1016/s0166-6851(00)00241-3, 10.1021/bi00217a006, 10.1016/s0008-6215(00)80777-6, 10.7150/thno.65398, 10.1021/acs.jproteome.0c00702, 10.1007/bf01321117, 10.1021/acs.jproteome.9b00753, 10.1021/pr400196s, 10.1093/glycob/10.3.251, 10.1016/0042-6822(90)90095-9, 10.1111/j.1432-1033.1993.tb18020.x, 10.1016/s0304-4165(00)00128-8, 10.1021/acs.analchem.8b01137, 10.1007/s00425-003-1099-z, 10.1093/oxfordjournals.jbchem.a022526, 10.1126/science.abb9983, 10.1016/j.bbrc.2003.10.094, 10.1016/0003-2697(91)90020-t, 10.1006/abbi.1994.1021, 10.1021/bi9918285, 10.1007/bf00731639]
H3N3	2	[10029;Ovary, 9606;Bone Marrow]	[10.1021/bi00464a020, 10.1006/abbi.1995.1255, 10.1006/abbi.1994.1055, 10.1093/glycob/10.8.837, 10.1093/glycob/cwaa052, 10.1093/glycob/10.9.941, 10.1016/s0021-9258(19)86876-x, 10.1074/mcp.RA120.002295, 10.1074/jbc.M100573200, 10.1016/s0021-9258(18)88956-6, 10.1016/s0021-9258(18)50382-3, 10.1021/acs.analchem.8b01051, 10.1006/abio.2001.5199, 10.1021/pr500414q, 10.1016/0003-9861(91)90144-8, 10.1038/s41467-019-09222-w, 10.1093/glycob/cwaa042, 10.1093/glycob/9.5.443, 10.1093/glycob/cwaa101, 10.1093/glycob/3.4.365, 10.1021/pr500238v, 10.1074/jbc.M606711200, 10.1006/exer.1994.1142, 10.1007/s13361-013-0823-6, 10.1016/j.euprot.2014.11.002, 10.1074/jbc.M504528200, 10.1021/ac900231w, 10.1074/jbc.M511023200, 10.18632/oncotarget.26005, 10.1016/j.carres.2014.01.018, 10.1093/glycob/4.5.633, 10.1074/mcp.M112.024018, 10.1021/ac4006556, 10.1016/S1044-0305(00)00122-7, 10.1093/glycob/7.5.635, 10.1093/glycob/6.6.611, 10.1093/oxfordjournals.jbchem.a003169, 10.1111/j.1432-1033.1986.tb09867.x, 10.1111/j.1432-1033.1990.tb19256.x, 10.1093/glycob/9.8.823, 10.1007/bf01321117, 10.1021/acs.jproteome.9b00753, 10.1021/pr400196s, 10.1111/j.1432-1033.1993.tb18020.x, 10.1074/jbc.272.14.9062, 10.1101/853036, 10.1016/s0304-4165(00)00128-8, 10.1006/abbi.2001.2421, 10.1093/glycob/5.5.517, 10.1021/acs.analchem.8b01137, 10.1093/oxfordjournals.jbchem.a022033, 10.1007/s00425-003-1099-z, 10.1126/science.abb9983, 10.1021/bi9918285, 10.4049/jimmunol.173.11.6831, 10.1093/glycob/2.3.241]
H3N6	1	[10116;Ovary]	[10.1111/j.1432-1033.1992.tb17090.x, 10.1006/abbi.1994.1525, 10.1016/S1044-0305(00)00122-7, 10.1006/abbi.1995.1255, 10.1042/bj3160427, 10.1093/glycob/10.9.941, 10.1093/oxfordjournals.jbchem.a124273, 10.1074/mcp.RA120.002295, 10.1016/S0021-9258(18)54122-3, 10.1074/jbc.M102371200, 10.1271/bbb.80598, 10.1021/acs.analchem.1c00893, 10.2307/3283717, 10.1016/s0021-9258(18)32836-9, 10.1006/abio.2001.5199, 10.1038/s41467-019-09222-w, 10.1093/glycob/cwaa042, 10.1021/acs.jproteome.9b00753, 10.1111/j.1432-1033.1993.tb18020.x, 10.1021/pr500238v, 10.1006/abbi.2001.2421, 10.1111/j.1432-1033.1995.0805m.x, 10.1021/acs.analchem.8b01137, 10.1126/science.abb9983, 10.18632/oncotarget.26005, 10.1021/bi00067a029]
H7N2	1	[7787;Electric Organ]	[10.1016/s0021-9258(19)50338-6, 10.1093/glycob/11.10.791, 10.1006/abbi.1994.1055, 10.1271/bbb1961.54.3259, 10.1093/glycob/10.8.837, 10.1016/0003-9861(82)90550-1, 10.1007/bf00731292, 10.1111/j.1432-1033.1991.tb15995.x, 10.1007/bf00731153, 10.1016/S0021-9258(19)50314-3, 10.1006/abio.2000.4737, 10.1111/j.1432-1033.1990.tb19409.x, 10.1074/jbc.M100573200, 10.1023/a:1006999718552, 10.1021/acs.analchem.8b01051, 10.1515/bchm3.1995.376.9.531, 10.1074/jbc.275.11.7731, 10.1038/s41467-019-09222-w, 10.1093/glycob/cwaa042, 10.1021/acs.jproteome.5b00756, 10.1042/bj2270795, 10.1093/oxfordjournals.jbchem.a022707, 10.1073/pnas.96.8.4692, 10.1021/pr500238v, 10.1074/jbc.M606711200, 10.1093/glycob/10.3.295, 10.1093/glycob/5.2.227, 10.1016/j.jprot.2014.02.005, 10.1016/0166-6851(88)90011-4, 10.1074/mcp.RA119.001607, 10.1016/j.euprot.2014.11.002, 10.1093/glycob/11.4.261, 10.1104/pp.119.2.725, 10.1042/0264-6021:3570167, 10.1016/j.jprot.2014.03.040, 10.18632/oncotarget.26005, 10.1016/0008-6215(94)84234-5, 10.1021/bi00067a029, 10.1093/glycob/cwg023, 10.1038/s41598-021-84668-x, 10.1021/pr500394z, 10.1006/abbi.2000.1806, 10.1111/j.1470-8744.1996.tb00399.x, 10.1006/abio.1995.1200, 10.1021/bi00145a013, 10.1021/ac4006556, 10.1021/bi00239a013, 10.1046/j.1432-1327.1999.00859.x, 10.1021/bi00195a022, 10.1093/glycob/10.12.1347, 10.1016/s0166-6851(00)00241-3, 10.7150/thno.65398, 10.1021/acs.jproteome.0c00702, 10.1006/bbrc.1993.2412, 10.1016/0008-6215(94)84015-6, 10.1093/glycob/10.6.551, 10.1016/s0021-9258(19)76439-4, 10.1007/bf01189081, 10.1093/glycob/10.9.901, 10.1016/s0021-9258(18)90588-0, 10.1074/mcp.O114.046748, 10.1074/jbc.272.14.9062, 10.1016/s0304-4165(00)00128-8, 10.1093/glycob/8.7.663, 10.1016/s0021-9258(18)52295-x, 10.1007/bf00731639, 10.1021/pr900956x, 10.4049/jimmunol.173.11.6831, 10.1016/j.jchromb.2008.05.006, 10.1093/glycob/9.1.21, 10.1021/bi00405a022, 10.1271/bbb.59.507, 10.1006/abbi.1995.1255, 10.1016/s0021-9258(19)38919-7, 10.1093/glycob/cwaa052, 10.1093/glycob/10.9.941, 10.1074/jbc.M002693200, 10.1074/mcp.RA120.002295, 10.1021/ac015618l, 10.1093/glycob/11.3.195, 10.1074/jbc.M009361200, 10.1021/pr500414q, 10.1006/abio.1993.1085, 10.1093/glycob/9.5.443, 10.1016/s0166-6851(96)02780-6, 10.1046/j.1432-1327.2001.01985.x, 10.1021/bi00210a019, 10.1073/pnas.1320544111, 10.1016/s0021-9258(19)69207-0, 10.1021/pr400714w, 10.1074/jbc.M504528200, 10.1007/s13361-013-0823-6, 10.1074/jbc.M511023200, 10.1021/ac900231w, 10.1093/glycob/2.4.299, 10.1046/j.1432-1033.2002.03244.x, 10.1016/j.chom.2020.08.004, 10.1016/0021-9673(90)85022-n, 10.1093/oxfordjournals.jbchem.a123767, 10.1016/s0021-9258(19)38336-x, 10.1074/mcp.M112.024018, 10.1016/S1044-0305(00)00122-7, 10.1093/glycob/7.5.635, 10.1007/s10719-006-6693-4, 10.1016/S0021-9258(17)44262-1, 10.1016/j.jaci.2014.02.025, 10.1111/j.1432-1033.1996.t01-1-00579.x, 10.1271/bbb.56.215, 10.1093/glycob/6.6.611, 10.1007/bf00702201, 10.1093/oxfordjournals.jbchem.a003169, 10.1111/j.1432-1033.1990.tb15350.x, 10.1111/j.1432-1033.1990.tb19122.x, 10.1111/j.1432-1033.1990.tb15281.x, 10.1093/glycob/5.6.589, 10.1111/j.1432-1033.1990.tb19256.x, 10.1021/acs.jproteome.8b00796, 10.1111/j.1432-1033.1989.tb15206.x, 10.1021/acs.jproteome.9b00753, 10.1084/jem.20142182, 10.1111/j.1432-1033.1985.tb09161.x, 10.1006/abbi.1993.1595, 10.1093/glycob/10.3.251, 10.1016/0042-6822(90)90095-9, 10.1093/glycob/3.5.465, 10.1007/bf01053193, 10.1101/853036, 10.1006/abio.1999.4026, 10.1006/abbi.2001.2421, 10.1073/pnas.1309417110, 10.1271/bbb.60.1123, 10.1021/acs.analchem.8b01137, 10.1111/jth.14861, 10.1007/s00425-003-1099-z, 10.1093/oxfordjournals.jbchem.a022033, 10.1016/0003-2697(87)90171-0, 10.1126/science.abb9983, 10.1016/s0166-6851(00)00310-8, 10.1016/j.bbrc.2003.10.094, 10.1021/bi002313c, 10.1006/abbi.1994.1021, 10.1271/bbb.64.2109, 10.1271/bbb.65.2482, 10.1021/ac402338u, 10.1093/glycob/cwh105]
H3N5	2	[9606;Seminal Fluid, 7787;Electric Organ]	[10.1016/j.jchromb.2008.05.006, 10.1006/abbi.1994.1525, 10.1074/mcp.M114.047381, 10.1016/S1044-0305(00)00122-7, 10.1021/bi00341a040, 10.1006/abbi.1995.1255, 10.1093/glycob/10.9.941, 10.1042/bj2680529, 10.1016/s0021-9258(18)52290-0, 10.1007/bf00702201, 10.1074/mcp.RA120.002295, 10.1074/jbc.M102371200, 10.1021/acs.jproteome.0c00702, 10.2307/3283717, 10.1271/bbb.80598, 10.1006/abio.2001.5199, 10.1016/s0021-9258(18)32836-9, 10.1021/pr500414q, 10.1093/glycob/cwaa042, 10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.3390/pharmaceutics13111747, 10.1093/glycob/9.5.443, 10.1111/j.1432-1033.1993.tb18020.x, 10.1101/853036, 10.1021/pr500238v, 10.1074/jbc.M606711200, 10.1006/abbi.2001.2421, 10.1093/glycob/10.3.295, 10.1021/acs.analchem.8b01137, 10.1016/j.jprot.2014.02.005, 10.1126/science.abb9983, 10.1681/ASN.2006040388, 10.1074/jbc.M504528200, 10.1016/j.euprot.2014.11.002, 10.1074/mcp.RA119.001607, 10.1038/s41592-021-01309-x, 10.1271/bbb.64.2109, 10.18632/oncotarget.26005, 10.1021/pr900956x, 10.1038/s41598-021-84668-x, 10.1021/bi00378a023]
H5N5G2	1	[10090;Blood Serum]	[10.18632/oncotarget.26005]
H3N8	1	[10090;Brain]	[10.1021/acs.jproteome.9b00753, 10.1006/abbi.1995.1255, 10.1016/S1044-0305(00)00122-7, 10.18632/oncotarget.26005, 10.1016/s0021-9258(18)33585-3, 10.1093/glycob/cwaa052, 10.1021/acs.analchem.8b01137, 10.1093/glycob/10.9.941]
H3N7	1	[9913;Mammary Gland]	[10.1038/s41467-019-09222-w, 10.1021/acs.jproteome.9b00753, 10.1016/S1044-0305(00)00122-7, 10.1006/abbi.1995.1255, 10.18632/oncotarget.26005, 10.1271/bbb.80598, 10.2307/3283717, 10.1016/s0021-9258(18)32836-9, 10.1021/acs.analchem.8b01137, 10.1093/glycob/10.9.941]
H7N5	9	[9606;Amnion, 9606;Blood Serum, 9606;Kidney, 10090;Urine, 9913;Mammary Gland, 9606;Liver, 10116;Liver, 10090;Brain, 10090;Blood Plasma]	[10.1021/acs.jproteome.9b00753, 10.18632/oncotarget.26005, 10.1016/0003-9861(82)90550-1]
